,Color Name,Color Number,R,G,B,Lab L,Lab A,Lab B,Collection Name,Accent 1,Accent 2,Trim 1,Trim 2,Shade 1,Shade 2,Shade 3,Shade 4,Shade 5,Shade 6,Color Description
525,SPRING THAW,PPG1013-2,217,220,221,87.5619135583,-0.8304180591220001,-0.8523837127159999,Gray & Black Paint Colors,PPG14-29,PPG14-19,PPG1023-1,PPG1001-1,PPG1013-1,PPG1013-3,PPG1013-4,PPG1013-5,PPG1013-6,PPG1013-7,"Excellent overall color with a hint of blue, works well with honeyed woods.  Great ceiling color to expand the height of a room.  Pairs well with deep oranges, reds or yellows.  "
525,SPRING THAW,PPG1013-2,217,220,221,87.5619135583,-0.8304180591220001,-0.8523837127159999,Gray & Black Paint Colors,PPG14-29,PPG14-19,PPG1023-1,PPG1001-1,PPG1013-1,PPG1013-3,PPG1013-4,PPG1013-5,PPG1013-6,PPG1013-7,A marshmellow grey can be applied on all interior walls if you cannot decide what colors you would like to use.  It makes an excellent trim color too.
526,WHIRLWIND,PPG1013-3,190,192,194,77.60342798020001,-0.318977928128,-1.25422164339,Gray & Black Paint Colors,PPG14-29,PPG14-19,PPG1023-1,PPG1001-1,PPG1013-1,PPG1013-2,PPG1013-4,PPG1013-5,PPG1013-6,PPG1013-7,"Cool grey with a touch of blue, this color works well as an overall color in a room filled with sunshine.  Excellent trim color for deep cool greys. "
526,WHIRLWIND,PPG1013-3,190,192,194,77.60342798020001,-0.318977928128,-1.25422164339,Gray & Black Paint Colors,PPG14-29,PPG14-19,PPG1023-1,PPG1001-1,PPG1013-1,PPG1013-2,PPG1013-4,PPG1013-5,PPG1013-6,PPG1013-7,"A subtle cool grey adds an air of sophistication to any room. For a sophisticated look, pair it with a clean white and black."
526,WHIRLWIND,PPG1013-3,190,192,194,77.60342798020001,-0.318977928128,-1.25422164339,Gray & Black Paint Colors,PPG14-29,PPG14-19,PPG1023-1,PPG1001-1,PPG1013-1,PPG1013-2,PPG1013-4,PPG1013-5,PPG1013-6,PPG1013-7,"This soothing soft grey is useful in a nursery.  Nature inspired, apply  tints of light mint greens for surrounding walls."
527,SILVER CHARM,PPG1013-4,173,176,180,71.71083409069999,-0.286328422224,-2.41556612542,Gray & Black Paint Colors,PPG14-29,PPG14-19,PPG1023-1,PPG1001-1,PPG1013-1,PPG1013-2,PPG1013-3,PPG1013-5,PPG1013-6,PPG1013-7,"This historical grey works well in a dining room or kitchen.  Pairs well with deep or mid-toned woods.  Use with gold, silver or pewter for a stunning appeal. "
527,SILVER CHARM,PPG1013-4,173,176,180,71.71083409069999,-0.286328422224,-2.41556612542,Gray & Black Paint Colors,PPG14-29,PPG14-19,PPG1023-1,PPG1001-1,PPG1013-1,PPG1013-2,PPG1013-3,PPG1013-5,PPG1013-6,PPG1013-7,An elegant grey tone is a wonderful kitchen color a contemporary theme.  Apply white trim and stainless steel applicances for an appealing look.
528,VICTORIAN PEWTER,PPG1013-5,130,131,136,54.820054863500005,0.640760477183,-2.8245039247,Gray & Black Paint Colors,PPG14-29,PPG14-19,PPG1023-1,PPG1001-1,PPG1013-1,PPG1013-2,PPG1013-3,PPG1013-4,PPG1013-6,PPG1013-7,This sophisticated grey is perfect for an accent with marble countertops. Soft ethereal grays are a smart choice for surrounding walls.
528,VICTORIAN PEWTER,PPG1013-5,130,131,136,54.820054863500005,0.640760477183,-2.8245039247,Gray & Black Paint Colors,PPG14-29,PPG14-19,PPG1023-1,PPG1001-1,PPG1013-1,PPG1013-2,PPG1013-3,PPG1013-4,PPG1013-6,PPG1013-7,This midtoned grey is an excellent trim for surrounding lighter grey walls.  Darker woods can be elegantly designed for this area as well.
528,VICTORIAN PEWTER,PPG1013-5,130,131,136,54.820054863500005,0.640760477183,-2.8245039247,Gray & Black Paint Colors,PPG14-29,PPG14-19,PPG1023-1,PPG1001-1,PPG1013-1,PPG1013-2,PPG1013-3,PPG1013-4,PPG1013-6,PPG1013-7,This soft breathtaking charcoal greets an accent wall.  Lighter shades of soft yellows bring a bit of sunshine and warmth in this lovely space.
529,GRAY FLANNEL,PPG1013-6,88,89,96,37.9569621164,1.1477830427700002,-4.165500937869999,Gray & Black Paint Colors,PPG14-29,PPG14-19,PPG1023-1,PPG1001-1,PPG1013-1,PPG1013-2,PPG1013-3,PPG1013-4,PPG1013-5,PPG1013-7,This deep-toned gray is sophisticated and the perfect island cabinet color or accent for marble countertops.  Pair with soft greige walls and creamy white accents. 
530,NAPOLEON,PPG1013-7,64,65,73,27.713839130100002,1.47622680926,-4.98596234203,Gray & Black Paint Colors,PPG14-29,PPG14-19,PPG1023-1,PPG1001-1,PPG1013-1,PPG1013-2,PPG1013-3,PPG1013-4,PPG1013-5,PPG1013-6,"This deep black nuanced with luscious blue, is perfect for an exterior trim on an exterior body of soft yellow.  Equally beautiful as an interior accent or trim, this color will create an elegant look.  "
531,TUNDRA FROST,PPG1009-1,225,225,219,89.38010491290001,-1.06207509066,2.9215877217000004,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1009-2,PPG1009-3,PPG1009-4,PPG1009-5,PPG1009-6,PPG1009-7,"Cool grey with a hint of green, this is a great color for a room with little natural light.  Also use as a ceiling or trim color when paired with true grays. "
531,TUNDRA FROST,PPG1009-1,225,225,219,89.38010491290001,-1.06207509066,2.9215877217000004,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1009-2,PPG1009-3,PPG1009-4,PPG1009-5,PPG1009-6,PPG1009-7,This bone colored neutral is perfect for an open floor plan.  It's very compatible with any color of your choice.
532,TORNADO,PPG1009-2,209,211,207,84.30242046069999,-1.4060309969999998,1.72931413866,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1009-1,PPG1009-3,PPG1009-4,PPG1009-5,PPG1009-6,PPG1009-7,"Cool grey brings a feeling of clarity to an office or kitchen space. Pair with soft-white, this color will make other colors pop. "
532,TORNADO,PPG1009-2,209,211,207,84.30242046069999,-1.4060309969999998,1.72931413866,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1009-1,PPG1009-3,PPG1009-4,PPG1009-5,PPG1009-6,PPG1009-7,This bone colored neutral is perfect for an open floor plan.  It's very compatible with any color of your choice.
533,SOLITARY STATE,PPG1009-3,196,199,196,79.9360149463,-1.5850287460899999,1.12914603716,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1009-1,PPG1009-2,PPG1009-4,PPG1009-5,PPG1009-6,PPG1009-7,This cool edgy gray will be beautiful as an overall color or an update to cabinetry.  Pair with white or brights for a stunning room. 
533,SOLITARY STATE,PPG1009-3,196,199,196,79.9360149463,-1.5850287460899999,1.12914603716,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1009-1,PPG1009-2,PPG1009-4,PPG1009-5,PPG1009-6,PPG1009-7,A soft grey green infuses comfort and relaxation.  This is an excellent choice for a living room area.
534,GRAY STONE,PPG1009-4,183,185,181,74.8888074371,-1.44071220903,1.7735849822999998,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1009-1,PPG1009-2,PPG1009-3,PPG1009-5,PPG1009-6,PPG1009-7,"A real gray, this neutral is a great backdrop for showcasing artwork or collections.  Use as an overall room color or an accent wall, or even just one side of a hallway.  "
535,PHOENIX FOSSIL,PPG1009-5,142,144,141,59.544184700100004,-1.31553948888,1.3288126222399999,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1009-1,PPG1009-2,PPG1009-3,PPG1009-4,PPG1009-6,PPG1009-7,"For interior, this color is rich and deep and pairs well with pink or yellow accents.  A popular exterior color which pairs well with navy or black trim.  "
536,ARMORY,PPG1009-6,106,107,101,44.968434385900004,-1.59615677649,3.22072498537,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1009-1,PPG1009-2,PPG1009-3,PPG1009-4,PPG1009-5,PPG1009-7,"A great grey, use as an accent or trim for an updated appeal.  Excellent for exterior color when paired with lighter grays or black. "
537,LICORICE,PPG1009-7,78,79,72,33.3063948514,-1.8783702953499999,3.99124543324,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1009-1,PPG1009-2,PPG1009-3,PPG1009-4,PPG1009-5,PPG1009-6,"Nuanced black is a great color for exterior or interior accent or trim.  Use as an overall color for an updated, trending exterior.  "
537,LICORICE,PPG1009-7,78,79,72,33.3063948514,-1.8783702953499999,3.99124543324,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1009-1,PPG1009-2,PPG1009-3,PPG1009-4,PPG1009-5,PPG1009-6,"A dramatic forestry green is an excellent accent wall.  Paired with earth toned golds, creates a lovely environment."
537,LICORICE,PPG1009-7,78,79,72,33.3063948514,-1.8783702953499999,3.99124543324,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1009-1,PPG1009-2,PPG1009-3,PPG1009-4,PPG1009-5,PPG1009-6,This choice rich brown can be applied on the trim of an exterior.  Coordinate the exterior body in tones of lighter tans.
538,PEGASUS,PPG1010-1,232,233,228,92.1472846864,-1.2191490951000001,2.2988628768400003,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1010-2,PPG1010-3,PPG1010-4,PPG1010-5,PPG1010-6,PPG1010-7,This white is a wonderful trim for cool gray tone.  It's also an excellent for a main interior wall color.
538,PEGASUS,PPG1010-1,232,233,228,92.1472846864,-1.2191490951000001,2.2988628768400003,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1010-2,PPG1010-3,PPG1010-4,PPG1010-5,PPG1010-6,PPG1010-7,This tinted effervescence white can be used for a main wall or a trim color.  Pair with deeper tones of green to complete the look.
539,FOG,PPG1010-2,214,215,210,85.7810092106,-1.23723167998,2.3347314151900003,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1010-1,PPG1010-3,PPG1010-4,PPG1010-5,PPG1010-6,PPG1010-7,This cool grey has a light touch of green and is an excellent selection for an overall room color.  Works well in kitchens and bedrooms alike.  Makes a wonderful ceiling color to expand the space. 
540,SOLSTICE,PPG1010-3,186,189,184,76.249920137,-1.9683043718200002,2.1502383223900003,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1010-1,PPG1010-2,PPG1010-4,PPG1010-5,PPG1010-6,PPG1010-7,Graceful cool grey is perfect for a dining room and works equally well with deep plums or blues.  Use with gold or pewter accents for a beautiful result.    
540,SOLSTICE,PPG1010-3,186,189,184,76.249920137,-1.9683043718200002,2.1502383223900003,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1010-1,PPG1010-2,PPG1010-4,PPG1010-5,PPG1010-6,PPG1010-7,This pale jade is a select main wall color for many rooms.  It's very relaxing and casual and this grey can pair with whites.
541,STEPPING STONE,PPG1010-4,164,167,164,68.17525482079999,-1.63749897481,1.1683102658700002,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1010-1,PPG1010-2,PPG1010-3,PPG1010-5,PPG1010-6,PPG1010-7,This mid-toned grey is an excellent trim for surrounding lighter grey walls. Darker woods can be elegantly designed for this area as well.
542,DOWNPOUR,PPG1010-5,137,138,134,57.2858014591,-1.1476279681700001,2.00315089908,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1010-1,PPG1010-2,PPG1010-3,PPG1010-4,PPG1010-6,PPG1010-7,"A great grey, this makes a stunning accent wall or trim and architectural feature color.  Also consider this for cabinetry color to update a kitchen or bath. "
543,UP IN SMOKE,PPG1010-6,110,112,109,46.9842440841,-1.37622808214,1.39239524676,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1010-1,PPG1010-2,PPG1010-3,PPG1010-4,PPG1010-5,PPG1010-7,This choice rich granite grey can be applied on the trim of an exterior. Coordinate the exterior body in tones of lighter grays. 
544,ZOMBIE,PPG1010-7,89,90,92,38.2146988288,0.033559396986700005,-1.2938715091500002,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1010-1,PPG1010-2,PPG1010-3,PPG1010-4,PPG1010-5,PPG1010-6,"Deepest true gray, use this on exterior trim or front door for a stunning look.  Pair with warm greige exterior body in lighter tones.  "
544,ZOMBIE,PPG1010-7,89,90,92,38.2146988288,0.033559396986700005,-1.2938715091500002,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1010-1,PPG1010-2,PPG1010-3,PPG1010-4,PPG1010-5,PPG1010-6,"A dark charcoal, creates drama for your interior space. It coordinates with yellows, greens, and plums."
545,NAMASTE,PPG1026-1,225,216,187,86.35912904690001,-1.64842315257,15.4140077422,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1026-2,PPG1026-3,PPG1026-4,PPG1026-5,PPG1026-6,PPG1026-7,Natural tan with a hint of green makes this a perfect choice for overall wall color for living spaces or bedroom color.  Add in a pop of color and white or wood trim for a perfect atmosphere.
545,NAMASTE,PPG1026-1,225,216,187,86.35912904690001,-1.64842315257,15.4140077422,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1026-2,PPG1026-3,PPG1026-4,PPG1026-5,PPG1026-6,PPG1026-7,A glowing soft yellow is a treasured warm hue.  Invite this color into your breakfast nook.
546,SANCTUARY,PPG1026-2,212,201,166,81.02935403069999,-1.77580933336,18.8955642255,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1026-1,PPG1026-3,PPG1026-4,PPG1026-5,PPG1026-6,PPG1026-7,Rich neutral green is an excellent traditional color for bedroom or open concept.  Complement this color with natural woods and wine themed accents.
546,SANCTUARY,PPG1026-2,212,201,166,81.02935403069999,-1.77580933336,18.8955642255,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1026-1,PPG1026-3,PPG1026-4,PPG1026-5,PPG1026-6,PPG1026-7,"A beautiful traditional light khaki can be used in any room of your choice.  Contrasts with rusts, hunter greens or deep plums."
547,EASY,PPG1026-3,190,179,148,73.10605556729999,-1.13621655952,17.263361645,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1026-1,PPG1026-2,PPG1026-4,PPG1026-5,PPG1026-6,PPG1026-7,"Neutral olive/tan is a great color for a Bahamas feel indoor or outdoor.  Use as overall color on an interior, or exterior, or use a beautiful way to protect exterior furniture. "
547,EASY,PPG1026-3,190,179,148,73.10605556729999,-1.13621655952,17.263361645,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1026-1,PPG1026-2,PPG1026-4,PPG1026-5,PPG1026-6,PPG1026-7,"This soft khaki is very comforting yet stylish.  Perfect for a bedroom area, use pops of florals for added beauty."
548,KARMA,PPG1026-4,178,164,132,67.7859115534,-0.054313809473400004,18.4735015621,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1026-1,PPG1026-2,PPG1026-3,PPG1026-5,PPG1026-6,PPG1026-7,Neutral olive is a perfect green to be used as an overall bedroom wall or accent wall. Pair with deep rustic corals for a nature inspired look.
548,KARMA,PPG1026-4,178,164,132,67.7859115534,-0.054313809473400004,18.4735015621,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1026-1,PPG1026-2,PPG1026-3,PPG1026-5,PPG1026-6,PPG1026-7,This elegant tan can transform a room.  Use as a main wall color and add ttouches of periwinkle blues for your unique style.
549,GRISTMILL,PPG1026-5,162,147,113,61.4306542168,0.180053141433,20.0565275467,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1026-1,PPG1026-2,PPG1026-3,PPG1026-4,PPG1026-6,PPG1026-7,This is a perfectly elegant green for a transitional or craftsman-style kitchen. Add a copper tin ceiling to enhance the color in this area. 
550,HINDU LOTUS,PPG1026-6,142,128,98,54.102679474300004,0.48251461011299995,18.2559313471,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1026-1,PPG1026-2,PPG1026-3,PPG1026-4,PPG1026-5,PPG1026-7,"This well-balanced lily-pond green, is the perfect retreat color, indoor or outdoor.  Use with yellow or tan accents and trim with white for a tropical feel. "
551,HIP WADERS,PPG1026-7,116,106,81,45.1028730139,-0.316306825006,15.4887999136,Green Paint Colors,PPG1084-3,PPG13-24,PPG1086-1,PPG1001-1,PPG1026-1,PPG1026-2,PPG1026-3,PPG1026-4,PPG1026-5,PPG1026-6,Mossy green is a great neutral for transitional country kitchen cabinets or a potting shed.  Great exterior color when paired with deeper green or black.  
552,COCOON,PPG1027-1,222,219,204,87.2671392909,-1.5657138826800001,7.72694669639,Green Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1027-2,PPG1027-3,PPG1027-4,PPG1027-5,PPG1027-6,PPG1027-7,"This soft greened, grey works well as an off-white accent to deeper olive colors or as an overall room color which will pair well with golds and browns. "
553,SKIPPING STONE,PPG1027-2,208,203,182,81.5653945409,-1.84752762681,11.0899460647,Green Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1027-1,PPG1027-3,PPG1027-4,PPG1027-5,PPG1027-6,PPG1027-7,"Excellent neutral green, use this color on interior walls for an uplifting natural feel.  Pair with off-white trim for a fresh appeal. "
554,HEAVY HAMMOCK,PPG1027-3,190,185,162,74.9848738816,-2.17639354409,12.3081899619,Green Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1027-1,PPG1027-2,PPG1027-4,PPG1027-5,PPG1027-6,PPG1027-7,"Neutral greyed green, this color is beautiful in a transitional kitchen, as kitchen cabinets it makes a classic statement.  Pair with off-white for an elegant statement. "
554,HEAVY HAMMOCK,PPG1027-3,190,185,162,74.9848738816,-2.17639354409,12.3081899619,Green Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1027-1,PPG1027-2,PPG1027-4,PPG1027-5,PPG1027-6,PPG1027-7,"A popular exterior color, this soft sage is a perfect exterior selection.  It is a beautiful body color and blends into nature if in a woods setting."
554,HEAVY HAMMOCK,PPG1027-3,190,185,162,74.9848738816,-2.17639354409,12.3081899619,Green Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1027-1,PPG1027-2,PPG1027-4,PPG1027-5,PPG1027-6,PPG1027-7,"For a traditional style, this tan works perfectly in any space.  Pair with navy tones or charcoal for contrast."
554,HEAVY HAMMOCK,PPG1027-3,190,185,162,74.9848738816,-2.17639354409,12.3081899619,Green Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1027-1,PPG1027-2,PPG1027-4,PPG1027-5,PPG1027-6,PPG1027-7,This lovely soft olive can be used on all four walls.  Use a lighter shade on the remaining walls for a soothing ambiance.
555,OLIVE GRAY,PPG1027-4,175,167,141,68.515096973,-1.5073420301,14.4977278397,Green Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1027-1,PPG1027-2,PPG1027-3,PPG1027-5,PPG1027-6,PPG1027-7,Greige/green at its most stunning this color makes a rich and historical statement.  Use in dining room or public spaces.  Works well with off-white or deep wood trim.  
556,RATTAN PALM,PPG1027-5,143,135,107,56.316777066499995,-1.7432435069999999,16.1662661583,Green Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1027-1,PPG1027-2,PPG1027-3,PPG1027-4,PPG1027-6,PPG1027-7,Invite southern charm into your home with this beautiful neutral olive.  Great for a dining room or bedroom for a traditional appeal. 
557,CONSERVATION,PPG1027-6,121,110,84,46.786566215,-0.0637594722216,16.090500313099998,Green Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1027-1,PPG1027-2,PPG1027-3,PPG1027-4,PPG1027-5,PPG1027-7,"Rich, deep olive is a great color for exterior walls or trim.  Add elegant Southern look on an interior with this mid-toned olive.  "
558,GRAPEVINE,PPG1027-7,95,86,63,36.8320496915,-0.299555150428,14.751478840199999,Green Paint Colors,PPG11-23,PPG1001-7,PPG14-20,PPG1001-1,PPG1027-1,PPG1027-2,PPG1027-3,PPG1027-4,PPG1027-5,PPG1027-6,"This enriching deep olive creates drama in a dining room. Add pops of corals, tans and golds as accents in this area. Direct sunlight may fade this color."
559,HINT OF PINE,PPG1028-1,229,231,213,91.0593595266,-3.78422873504,8.52176870753,Green Paint Colors,PPG11-23,PPG1001-7,PPG1086-1,PPG1001-1,PPG1028-2,PPG1028-3,PPG1028-4,PPG1028-5,PPG1028-6,PPG1028-7,"Cool, even minty, neutral is a great color for bath rooms and laundry rooms.  Use as an overall color in a bedroom with white trim accents and creamy white furniture. "
